id,first_name,last_name,middle_name,sex,dob,ssn,region
6233,EVELYN        ,COX                      ,MANTLE        ,2,99999999,402473600,C200
6234,EVELYN        ,STEWART                  ,DEAN          ,2,19670416,402579870,S363
6235,EVELYN        ,BELCHER                  ,SANDGRUBER    ,2,19450910,402650786,B426
6236,EVELYN        ,GORMAN                   ,PHENIX        ,2,19440111,402846247,G655
6237,EVELYN        ,KULIKOWSKI               ,J             ,2,19900824,403870381,K422
6238,EVELYN        ,MCDOUGLE                 ,LEONORE       ,2,19570815,403387016,M232
6239,EVELYN        ,CARBALLO                 ,REINALDO      ,2,19440910,403005138,C614
6240,EVELYN        ,GARCIA                   ,RUBEN         ,2,19730321,403218599,G620
6241,EVELYN        ,MONTOYA                  ,FERRIER       ,2,99999999,403295470,M530
6242,EVELYN        ,DYE                      ,KYLIE         ,2,19791016,403388790,D000
6243,EVELYN        ,RATHMELL                 ,FERMIN        ,2,19671021,403085350,R354
6244,EVELYN        ,DEJESUS                  ,E             ,2,19540909,404438416,D222
6245,EVELYN        ,GILMORE                  ,T             ,2,99999999,404052081,G456
6246,EVELYN        ,ALVAREZ                  ,X             ,2,19371120,404213862,A416
6247,EVELYN        ,WILLIAMS                 ,SIZEMORE      ,2,19450622,404236130,W452
6248,EVELYN        ,LINEBARGER               ,EVIE          ,2,19881020,999999999,L516
6249,EVELYN        ,RANDALL                  ,HOYLAND       ,2,19430607,404914455,R534
6250,EVELYN        ,SCHELLER                 ,O             ,2,19530906,404128700,S460
6251,EVELYN        ,BLAKE                    ,GRANTLAND     ,2,19470223,999999999,B420
6252,EVELYN        ,REED                     ,Y             ,2,19710805,404791081,R300
6253,EVELYN        ,SANTAMARIA               ,MAUREEN       ,2,19451124,404955971,S535
6254,EVELYN        ,BRYSON                   ,              ,2,19660430,404590030,B625
6255,EVELYN        ,HEPLER                   ,CONCEPCION    ,2,19391009,999999999,H146
6256,EVELYN        ,SHAW                     ,Y             ,2,19570310,404248280,S000
6257,EVELYN        ,BROWN                    ,JAROD         ,2,19381118,404415515,B650
6258,EVELYN        ,RICKENBACH               ,Y             ,2,19520810,404712257,R251
6259,EVELYN        ,SCHLAACK                 ,BROOKER       ,2,19661103,404230863,S420
6260,EVELYN        ,HUPP                     ,Y             ,2,19730307,404244399,H100
6261,EVELYN        ,EDMONSON                 ,LYNSEY        ,2,19900727,404951690,E355
6262,EVELYN        ,JOHNSON                  ,S             ,2,99999999,999999999,J525
6263,EVELYN        ,WRIGHT                   ,K             ,2,19530110,999999999,W623
6264,EVELYN        ,STRAUS                   ,S             ,2,19731120,405888232,S362
6265,EVELYN        ,ROLLINS                  ,BUTTRAM       ,2,19890724,405765004,R452
6266,EVELYN        ,LORE                     ,KALER         ,2,19530617,405561284,L600
6267,EVELYN        ,THACKER                  ,S             ,2,19650110,405255278,T260
6268,EVELYN        ,BOEHMER                  ,Z             ,2,19311025,999999999,B560
6269,EVELYN        ,BARAN                    ,T             ,2,19351210,405479237,B650
6270,EVELYN        ,GREELEY                  ,N             ,2,19300127,404503705,
6271,EVERETT       ,HALLER                   ,BAUGHEN       ,1,19780511,412165570,H460
6272,EVERETT       ,ROBINSON                 ,ERLENE        ,1,19520314,412933284,R152
6273,EVERETT       ,WILDE                    ,MORRILL       ,1,19440505,412100329,W430
6274,EVERETT       ,ARLIA                    ,LIZETTE       ,1,19390713,412254678,A640
6275,EXIE          ,AUMAN                    ,V             ,2,99999999,404634557,A550
6276,EZRA          ,GROSSO                   ,LAQUITA       ,1,19710909,408383958,G620
6277,FABIAN        ,DAVIS                    ,X             ,1,19560120,409872461,D120
6278,FABIAN        ,PUGH                     ,A             ,1,19451019,412919246,P200
6279,FABIAN        ,JOSEPH                   ,KRISTOPHER    ,1,19400622,412252058,J210
6280,FABIOLA       ,SMITH                    ,WILHELM       ,2,19310916,401720601,S530
6281,FABIOLA       ,GAY                      ,U             ,2,19820112,402746958,G000
6282,FAITH         ,WHITESIDE                ,LASHONDA      ,2,19641125,401879982,W323
6283,FAITH         ,BELGRAVE                 ,J             ,2,19340215,401108376,B426
6284,FANNIE        ,GARDNER                  ,NEWHOUSE      ,2,19701127,401593447,G635
6285,FANNIE        ,STGERMAIN                ,R             ,2,19879999,401036557,S326
6286,FANNIE        ,MILLER                   ,CLAYCOMBS     ,2,19450321,402483414,M460
6287,FANNIE        ,SILVA                    ,DIANNE        ,2,99999999,402784968,S410
6288,FANNIE        ,SAGEL                    ,MADERAS       ,2,19580924,999999999,S240
6289,FANNIE        ,DARDEN                   ,LLOYD         ,2,19340502,403090451,D635
6290,FANNIE        ,OLSEN                    ,T             ,2,19740206,403288351,O425
6291,FANNIE        ,SIMONSON                 ,THREADGILL    ,2,19681224,404170271,S552
6292,FANNIE        ,REED                     ,E             ,2,19440331,404660775,R300
6293,FANNIE        ,SILVA                    ,TOD           ,2,19810317,404913308,S410
6294,FANNIE        ,PICKERING                ,KELCIE        ,2,19481009,999999999,P265
6295,FAVIOLA       ,HEAPS                    ,WALTMAN       ,2,19741121,403955744,H120
6296,FAWN          ,MCCRARY                  ,IMANI         ,2,19570619,401484475,M266
6297,FAY           ,WINDHAM                  ,JUSTIN        ,2,19700607,999999999,W535
6298,FAY           ,KERSHAW                  ,C             ,2,19540611,405305693,K620
6299,FAY           ,EVANS                    ,BEAGLE        ,2,19680218,405584487,E152
6300,FAYE          ,GOODWIN                  ,O             ,2,19440417,401653347,G350
6301,FAYE          ,GARRETT                  ,S             ,2,19740620,402409315,G630
6302,FAYE          ,CUADRA                   ,O             ,2,19630502,402508991,C360
6303,FAYE          ,TAYLOR                   ,L             ,2,19340824,404856785,T460
6304,FAYE          ,ESTRADA                  ,TEETER        ,2,19560427,404621198,E236
6305,FAYE          ,JACKSON                  ,ANTONIA       ,2,19700409,404889041,J250
6306,FAYE          ,HUNTER                   ,BERKEY        ,2,19620403,999999999,H536
6307,FELICE        ,MCINTYRE                 ,ELECTA        ,2,19480817,999999999,M253
6308,FELICIA       ,KOENIG                   ,GUSTAVE       ,2,19590303,401522863,K520
6309,FELICIA       ,BEERS                    ,MCFALL        ,2,19680606,402844045,B620
6310,FELICIA       ,LAWLER                   ,MARKUS        ,2,19321127,402784257,L460
6311,FELICIA       ,MILLS                    ,Z             ,2,19820108,402785966,M420
6312,FELICIA       ,LONG                     ,MARGARETE     ,2,19530921,402746728,L520
6313,FELICIA       ,MISTRETTA                ,TANYA         ,2,19590219,403178680,M236
6314,FELICIA       ,SMITH                    ,LYNDSAY       ,2,19691014,403854972,S530
6315,FELICIA       ,CURRY                    ,STINNETT      ,2,19680422,403456435,C600
6316,FELICIA       ,SILLS                    ,E             ,2,19581030,403666312,S420
6317,FELICIA       ,ESTRADA                  ,KAILA         ,2,19840607,404453851,E236
6318,FELICIA       ,PERINO                   ,STONEY        ,2,19350206,404192522,P650
6319,FELICIA       ,WALKER                   ,C             ,2,19790326,404572964,W426
6320,FELICIDAD     ,WORKMAN                  ,LUCERO        ,2,19480917,401783920,W625
6321,FELICITA      ,WASHINGTON               ,COCKRELL      ,2,19841018,402942783,W252
6322,FELIPE        ,REDDEN                   ,BLAKEMAN      ,1,19750509,408749643,R350
6323,FELIPE        ,LYONS                    ,GERALDO       ,1,19800505,408514773,L520
6324,FELISHA       ,GOOD                     ,ESKEW         ,2,19691024,403504560,G300
6325,FELIX         ,WYANT                    ,GOLDSBERRY    ,1,19870527,407309954,W530
6326,FELIX         ,HARRIS                   ,LESLIE        ,1,19680330,409669538,H620
6327,FELIX         ,CROSS                    ,IMPSON        ,1,19451205,412915998,C620
6328,FELIX         ,GUILLEN                  ,JEAN          ,1,19641115,412988766,G450
6329,FELIX         ,KNEPPER                  ,GREGORIO      ,1,19500704,412681280,K516
6330,FERMIN        ,OSCAR                    ,IFFT          ,1,19670201,409802357,O260
6331,FERN          ,WESTBROOKS               ,LENNEVILLE    ,2,19570222,402170184,W231
6332,FERN          ,HARRIS                   ,GURTLER       ,2,19591214,403511561,H620
6333,FERN          ,HERNANDEZ                ,GIOVANNY      ,2,19701128,403567949,H655
6334,FERN          ,MORRIS                   ,E             ,2,19380710,403636472,M620
6335,FERN          ,ATKINS                   ,P             ,2,19510323,403900110,A325
6336,FERN          ,EAKINS                   ,BOLIN         ,2,19841118,404254947,E252
6337,FERNANDO      ,GARZA                    ,CLARA         ,1,19851206,407827900,G620
6338,FERNANDO      ,WHEELER                  ,BLANK         ,1,19530817,407199261,W460
6339,FERNANDO      ,CLIFTON                  ,P             ,1,19660708,409496673,C413
6340,FERNANDO      ,DUNCAN                   ,FLORIDA       ,1,19871101,409061821,D525
6341,FERNANDO      ,FLOYD                    ,WITTE         ,1,19380704,409710240,F430
6342,FERNANDO      ,OWENS                    ,CARLTON       ,1,19780108,412400720,O520
6343,FERNANDO      ,CAMPBELL                 ,E             ,1,19650118,412576208,C514
6344,FERNANDO      ,JORDAN                   ,Q             ,1,19801119,412902452,J635
6345,FIDEL         ,BAILEY                   ,U             ,1,19560624,407521297,B400
6346,FIDELIA       ,RANGEL                   ,KAPPLER       ,2,19809999,402059364,R524
6347,FILOMENA      ,BUFORD                   ,VERNELL       ,2,19690324,405510935,B163
6348,FIONA         ,GOHEEN                   ,V             ,2,19460211,405916503,G500
6349,FLETA         ,JAMES                    ,GRETA         ,2,19710805,404656189,J520
6350,FLETCHER      ,FLOYD                    ,CORDER        ,1,19690312,412720148,F430
6351,FLOR          ,KEMP                     ,MULLIN        ,2,19331024,404437926,K510
6352,FLORA         ,MARTINEZ                 ,SHEFFER       ,2,19319999,401910730,M635
6353,FLORA         ,WISE                     ,EMMET         ,2,19780319,403380420,W200
6354,FLORA         ,KELLY                    ,M             ,2,19610607,404635520,K400
6355,FLORA         ,PANTANO                  ,M             ,2,19410610,404137233,P535
6356,FLORA         ,MATHENY                  ,A             ,2,19781013,405162494,M350
6357,FLORENCE      ,JONES                    ,LUKAS         ,2,19770907,401865535,J520
6358,FLORENCE      ,BASEMORE                 ,RAYNARD       ,2,19670209,401424243,B256
6359,FLORENCE      ,STADLER                  ,W             ,2,19780515,401010958,S334
6360,FLORENCE      ,WILLIAMS                 ,THEODORA      ,2,19880812,401036971,W452
6361,FLORENCE      ,DECARO                   ,CADWELL       ,2,19530708,999999999,D260
6362,FLORENCE      ,CHANDLER                 ,B             ,2,19460103,402693549,C534
6363,FLORENCE      ,BOWLING                  ,WOOLLEY       ,2,19431001,402895285,B452
6364,FLORENCE      ,KRESGE                   ,MURIE         ,2,19471020,402139228,K620
6365,FLORENCE      ,ABBOTT                   ,U             ,2,19630415,402185372,A130
6366,FLORENCE      ,FARNUM                   ,MCNEILL       ,2,19631006,402066264,F655
6367,FLORENCE      ,BLACKBURN                ,B             ,2,19560614,402446028,B421
6368,FLORENCE      ,PLANK                    ,TORREY        ,2,19630724,402827071,P452
6369,FLORENCE      ,ZINK                     ,CONGDON       ,2,19421205,402365004,Z520
6370,FLORENCE      ,CAMPBELL                 ,INGA          ,2,19630528,403255331,C514
6371,FLORENCE      ,JOHNSON                  ,BRASWELL      ,2,19541118,403371774,J525
6372,FLORENCE      ,FARMER                   ,X             ,2,19391210,403803812,F656
6373,FLORENCE      ,BELVILLE                 ,MASSEY        ,2,19590512,999999999,B414
6374,FLORENCE      ,ALONZO                   ,COMBS         ,2,19830216,403509329,A452
6375,FLORENCE      ,DIXON                    ,POOR          ,2,19740803,403182531,D250
6376,FLORENCE      ,GREENWAY                 ,ALLAN         ,2,19320314,403667912,G650
6377,FLORENCE      ,AMEZCUA                  ,ETZLER        ,2,19710911,999999999,A520
6378,FLORENCE      ,HILLIKER                 ,D             ,2,19320714,403430421,H426
6379,FLORENCE      ,MCINTOSH                 ,JEVON         ,2,19790816,999999999,M253
6380,FLORENCE      ,REYES                    ,Q             ,2,19300430,404902477,R200
6381,FLORENCE      ,COREIL                   ,RAYFORD       ,2,19570622,404483745,C640
6382,FLORENCE      ,KORDYS                   ,LILYAN        ,2,19400926,404011761,K632
6383,FLORENCE      ,ALLEN                    ,CORDIE        ,2,19410818,999999999,A450
6384,FLORENCE      ,MCNEMAR                  ,DEBELL        ,2,19330803,404809956,M255
6385,FLORENCE      ,LUIS                     ,L             ,2,19420210,404519439,L200
6386,FLORENCE      ,GUTIERREZ                ,LENNOX        ,2,19390404,404444281,G362
6387,FLORENCE      ,PRICE                    ,A             ,2,19380524,404919056,P620
6388,FLORENCE      ,MCNEIL                   ,LATTA         ,2,19700615,405736022,M254
6389,FLORENCE      ,CABRERA                  ,FLORITY       ,2,19520926,405210224,C166
6390,FLORENCE      ,KAPLAN                   ,G             ,2,99999999,405672996,K145
6391,FLORENCE      ,GUTIERREZ                ,S             ,2,19750428,405227321,G362
6392,FLORENCE      ,ZELAYA                   ,S             ,2,19630223,405315255,Z400
6393,FLORENCE      ,FITZGERALD               ,MARCIA        ,2,19830625,999999999,
6394,FLORENCIO     ,WARE                     ,SAFFELL       ,1,19670828,412635254,W600
6395,FLORINDA      ,WALKER                   ,TONIA         ,2,19440510,403032228,W426
6396,FLORINE       ,WELLS                    ,A             ,2,99999999,401924031,W420
6397,FLORINE       ,SPRAGUE                  ,OMER          ,2,19570205,404210792,S162
6398,FLOSSIE       ,MORLOCK                  ,TONYA         ,2,19321206,401159108,M642
6399,FLOSSIE       ,GRIDLEY                  ,JUNE          ,2,19810401,403914449,G634
6400,FLOSSIE       ,POOLE                    ,A             ,2,19500828,999999999,P400
6401,FLOY          ,RAFFERTY                 ,W             ,2,19410430,402073897,R163
6402,FLOY          ,SOUSA                    ,DEGRAFF       ,2,19711025,405865464,S200
6403,FLOYD         ,GUERRERO                 ,MAYS          ,1,19780903,407165360,G660
6404,FLOYD         ,RUSSELL                  ,COLLING       ,1,19790709,407666012,R240
6405,FLOYD         ,RACETTE                  ,A             ,1,19570319,407569329,R230
6406,FLOYD         ,ACOSTA                   ,BOYSEN        ,1,19580604,408563886,A223
6407,FLOYD         ,HNAT                     ,G             ,1,19520311,412752329,H530
6408,FLOYD         ,BEAN                     ,              ,1,19721129,412921885,B500
6409,FORREST       ,MILLER                   ,FEARNE        ,1,19740613,409123951,M460
6410,FORREST       ,VINCENT                  ,ANSEL         ,1,19710517,412208987,V525
6411,FORREST       ,CORDERO                  ,J             ,1,19531222,412895472,C636
6412,FRAN          ,DISPARTE                 ,DEBBRA        ,2,19631220,401217221,D216
6413,FRAN          ,WIESE                    ,G             ,2,19460429,403406538,W200
6414,FRAN          ,RODRIGUEZ                ,R             ,2,19300610,404710909,R362
6415,FRANCES       ,KEATLEY                  ,REYNA         ,2,19750519,401872374,K340
6416,FRANCES       ,ROY                      ,BROWDER       ,2,19620918,401189095,R000
6417,FRANCES       ,CARTER                   ,C             ,2,19850307,401455155,C636
6418,FRANCES       ,RAY                      ,S             ,2,19820704,999999999,R000
6419,FRANCES       ,DEGRAFFENRIED            ,ETTA          ,2,19631205,401060367,D261
6420,FRANCES       ,LAURA                    ,ANACKER       ,2,19320113,401713421,L600
6421,FRANCES       ,DAVIS                    ,W             ,2,19461024,401433646,D120
6422,FRANCES       ,RILEY                    ,DRUIN         ,2,19710725,401968952,R400
6423,FRANCES       ,TURNER                   ,T             ,2,19410124,401025075,T656
6424,FRANCES       ,ALBURY                   ,Q             ,2,19821107,999999999,A416
6425,FRANCES       ,WALTERS                  ,GERALD        ,2,19480508,402593631,W436
6426,FRANCES       ,BUSHEY                   ,S             ,2,19660311,402706397,B200
6427,FRANCES       ,RIVAS                    ,P             ,2,19541203,402433836,R120
6428,FRANCES       ,NGUYEN                   ,Q             ,2,19500222,402817568,N250
6429,FRANCES       ,WHITMER                  ,FEG           ,2,19781013,402084122,W356
6430,FRANCES       ,FOSTER                   ,O             ,2,19870730,402499168,F236
6431,FRANCES       ,DANIEL                   ,V             ,2,19331020,999999999,D540
6432,FRANCES       ,BARROW                   ,BRACE         ,2,19371115,402839190,B600
6433,FRANCES       ,ROWE                     ,K             ,2,19841120,402545809,R000
6434,FRANCES       ,DONAHUE                  ,Y             ,2,19620421,999999999,D500
6435,FRANCES       ,HUNTER                   ,JERE          ,2,19511127,402461591,H536
6436,FRANCES       ,NEAL                     ,STIGALL       ,2,19490114,403881290,N400
6437,FRANCES       ,LAHTINEN                 ,BARTELS       ,2,19460903,403894466,L355
6438,FRANCES       ,SISSON                   ,BROOKE        ,2,19800606,403913402,S250
6439,FRANCES       ,SMART                    ,I             ,2,19801106,403257023,S563
6440,FRANCES       ,SULLIVAN                 ,WORTHINGTON   ,2,19320728,403576847,S415
6441,FRANCES       ,DUMAS                    ,GIESLER       ,2,19410801,999999999,D520
6442,FRANCES       ,MCREE                    ,MOHAMMED      ,2,19331010,403743179,M260
6443,FRANCES       ,STPIERRE                 ,S             ,2,19530831,403319040,S316
6444,FRANCES       ,HAYS                     ,KILDAY        ,2,19460630,403170674,H200
6445,FRANCES       ,LIGON                    ,KERMIT        ,2,19890131,999999999,L250
6446,FRANCES       ,MACALLISTER              ,ANTRIM        ,2,19390806,403582907,M242
6447,FRANCES       ,JARRELL                  ,BOATMAN       ,2,19781216,403353070,J640
6448,FRANCES       ,ORTIZ                    ,M             ,2,19421122,403131380,O632
6449,FRANCES       ,LAVA                     ,C             ,2,19790912,999999999,L100
6450,FRANCES       ,BOYKIN                   ,STETTLER      ,2,19450801,403946984,B250
6451,FRANCES       ,IRWIN                    ,MONIKA        ,2,19791002,999999999,I650
6452,FRANCES       ,ELLIOTT                  ,HUBBARD       ,2,19491216,403847600,E430
6453,FRANCES       ,MARSHALL                 ,PEARLE        ,2,19770316,404697075,M624
6454,FRANCES       ,HARVEY                   ,F             ,2,19500706,404744027,H610
6455,FRANCES       ,WHITTAKER                ,Y             ,2,19731224,999999999,W326
6456,FRANCES       ,ARNOLD                   ,HARLAND       ,2,19620308,404029420,A654
6457,FRANCES       ,CROFOOT                  ,SAL           ,2,19590326,404058345,C613
6458,FRANCES       ,JACQUES                  ,MCMANAMAN     ,2,19341222,404741288,J220
6459,FRANCES       ,KEMPF                    ,F             ,2,19840510,404649717,K510
6460,FRANCES       ,GUIDRY                   ,GLENDA        ,2,19430406,404844925,G360
6461,FRANCES       ,MARIANO                  ,BEER          ,2,19361222,404423882,M650
6462,FRANCES       ,RESLER                   ,GARNET        ,2,19900405,405289383,R246
6463,FRANCES       ,BERRY                    ,X             ,2,19570506,405477780,B600
6464,FRANCES       ,GLOVIER                  ,H             ,2,19810828,405404925,G416
6465,FRANCES       ,WRIGHT                   ,I             ,2,19701005,405797468,W623
6466,FRANCES       ,SPUELER                  ,Y             ,2,19760303,405431380,S146
6467,FRANCES       ,REYES                    ,OKEY          ,2,19610119,405290906,R200
6468,FRANCES       ,CERVANTES                ,RABENSTEIN    ,2,19790409,405510540,C615
6469,FRANCES       ,DUNN                     ,EDDIE         ,1,19630211,999999999,D500
6470,FRANCESCA     ,CLINE                    ,G             ,2,19380411,401643467,C450
6471,FRANCESCA     ,VAUGHN                   ,WILDA         ,2,19380405,403982737,V250
6472,FRANCESCA     ,ILIFF                    ,JUDSON        ,2,19320228,405478104,I410
6473,FRANCINE      ,BROSIUS                  ,K             ,2,19460812,401706566,B622
6474,FRANCINE      ,JONES                    ,WESTBROOK     ,2,19560606,401269061,J520
6475,FRANCINE      ,DUPRAS                   ,LUZ           ,2,19321014,403716586,D162
6476,FRANCINE      ,SOKOLIK                  ,DEVEN         ,2,19731103,403556577,S242
6477,FRANCINE      ,SCHMIDT                  ,ZECHARIAH     ,2,19331213,404949722,S530
6478,FRANCIS       ,MAHMOOD                  ,DAMION        ,2,19730107,401819119,M530
6479,FRANCIS       ,WADDLE                   ,BADGLEY       ,2,19540410,999999999,W340
6480,FRANCIS       ,CLARK                    ,ORTIZ         ,2,19390310,403243862,C462
6481,FRANCIS       ,JAEGER                   ,C             ,2,19320802,403682530,J260
6482,FRANCIS       ,URQUIDI                  ,              ,2,19600827,404526860,U623
6483,FRANCIS       ,FACER                    ,K             ,2,19580506,999999999,F260
6484,FRANCIS       ,JOHNSON                  ,N             ,1,19380901,407043014,J525
6485,FRANCIS       ,YODRE                    ,LEONE         ,1,19431217,407306345,Y360
6486,FRANCIS       ,PATTON                   ,WOOLSEY       ,1,19450627,407300175,P350
6487,FRANCIS       ,SMITH                    ,LYNN          ,1,19400802,408408604,S530
6488,FRANCIS       ,EICHER                   ,W             ,1,19479999,408067179,E260
6489,FRANCIS       ,MCGANNON                 ,CARVER        ,1,19660310,408016934,M255
6490,FRANCIS       ,LOPEZ                    ,              ,1,19801129,408455111,L120
6491,FRANCIS       ,MILLER                   ,              ,1,19891107,412667011,M460
6492,FRANCIS       ,CAUTHEN                  ,KELVIN        ,1,19851111,412804681,C350
6493,FRANCIS       ,STOTTS                   ,L             ,1,19521030,999999999,S332
6494,FRANCIS       ,ESMON                    ,HAZEL         ,1,19350602,412742288,E255
6495,FRANCIS       ,EWING                    ,BRYANT        ,1,19850430,412409636,E520
6496,FRANCIS       ,RODGERS                  ,STEPHANI      ,1,19880818,412494801,R326
6497,FRANCIS       ,HOUK                     ,              ,1,19690219,412407228,H200
6498,FRANCIS       ,HECKEL                   ,M             ,1,19660804,412296393,H240
6499,FRANCISCA,    CHESNEY,     READY,2,19660503,944000813,
6500,FRANCISCA     ,SMITH                    ,ARI           ,2,19311101,401299337,S530
6501,FRANCISCA     ,ZAPATA                   ,SOUTHEY       ,2,19550521,405832849,Z130
6502,FRANCISCA     ,DAVIS                    ,RANDLE        ,2,19580925,405420825,D120
6503,FRANCISCO     ,YOH                      ,MOANE         ,2,19441215,403089507,Y000
6504,FRANCISCO     ,HART                     ,K             ,1,19750812,409209228,H630
6505,FRANCISCO     ,JACKSON                  ,MALISSA       ,1,19380820,412597533,J250
6506,FRANCISCO     ,JOHNSON                  ,HATTIE        ,1,19850722,412281317,J525
6507,FRANCISCO     ,POLLOCK                  ,LEOLA         ,1,19640814,412758049,P420
6508,FRANCISCO     ,CRUZ                     ,GEROLD        ,1,19750524,412056561,C620
6509,FRANCISCO     ,POULISSE                 ,STEINBACH     ,1,19420618,999999999,P420
6510,FRANCISCO     ,HASS                     ,WHITBREAD     ,1,19551017,412653070,H200
6511,FRANCISCO     ,LONG                     ,JAMIL         ,1,19580106,412104483,L520
6512,FRANCISCO     ,SEGARRA                  ,HURDLE        ,1,19330410,412653254,S260
6513,FRANCISCO     ,BARNES                   ,ROGERS        ,1,19850109,412633070,B652
6514,FRANCISCO     ,ARTHUR                   ,WHIDDEN       ,1,19731123,412890265,A636
6515,FRANCISCO     ,CHAPMAN                  ,T             ,1,19630409,412732112,C155
6516,FRANCISCO     ,UTECHT                   ,CODEY         ,1,19541025,412513742,U323
6517,FRANCISCO     ,SULLIVAN                 ,GARVER        ,1,19650828,412942848,S415
6518,FRANCISCO     ,SANTIAGO                 ,E             ,1,19681125,408302731,
6519,FRANK         ,TINIUS                   ,HOWLAND       ,2,19330724,401765571,T520
6520,FRANK         ,HILLS                    ,BRAD          ,1,19830103,407557769,H420
6521,FRANK         ,DICK                     ,V             ,1,19531012,407191082,D200
6522,FRANK         ,KIRK                     ,U             ,1,19590425,407527965,K620
6523,FRANK         ,WON                      ,              ,1,19580812,407135209,W500
6524,FRANK         ,FONSECA                  ,SPERO         ,1,19560915,407968725,F522
6525,FRANK         ,PERRY                    ,RUBEN         ,1,19580708,407857619,P600
6526,FRANK         ,BUTCHEE                  ,K             ,1,19491223,407231177,B320
6527,FRANK         ,SCHLUETER                ,J             ,1,19771028,407145755,S436
6528,FRANK         ,BUSBY                    ,Z             ,1,19880613,408483860,B210
6529,FRANK         ,STRICKLIN                ,SUGGS         ,1,19691030,408800696,S362
6530,FRANK         ,LAMBRIGHT                ,BEECHER       ,1,19870123,408110976,L516
6531,FRANK         ,GARNETT                  ,T             ,1,19500224,408428482,G653
6532,FRANK         ,MOSS                     ,P             ,1,19521201,408218552,M200
6533,FRANK         ,WOLF                     ,BACK          ,1,19700110,408256924,W410
6534,FRANK         ,RICHARDSON               ,TORBERT       ,1,19660401,408518366,R263
6535,FRANK         ,WILLIAMS                 ,STEWARDSON    ,1,19681102,408147607,W452
6536,FRANK         ,BROKINS                  ,COUNCIL       ,1,19500730,409244668,B625
6537,FRANK         ,FERNANDEZ                ,CHRISTAL      ,1,19430507,409764847,F655
6538,FRANK         ,BROOKS                   ,LETTINGTON    ,1,19440919,999999999,B620
6539,FRANK         ,BOONE                    ,ROSEBOOM      ,1,19850618,412722573,B500
6540,FRANK         ,SPEARS                   ,ERNST         ,1,19521218,412280837,S162
6541,FRANK         ,BOWEN                    ,COOLIDGE      ,1,19671028,412589164,B500
6542,FRANK         ,PARK                     ,MAHNKE        ,1,19350923,412283545,P620
6543,FRANK         ,STEINMETZ                ,BAGUR         ,1,19780427,412395886,S353
6544,FRANK         ,BRYANT                   ,EATON         ,1,19691221,412512081,B653
6545,FRANK         ,MURASKI                  ,KEENAN        ,1,19520316,412579118,M620
6546,FRANK         ,BLANCHARD                ,STEPP         ,1,19601013,412975867,B452
6547,FRANK         ,HODGIN                   ,J             ,1,19440713,412260430,H325
6548,FRANK         ,MATAMOROS                ,M             ,1,19620624,412658697,M356
6549,FRANK         ,HANEY                    ,PHILLIP       ,1,19760529,412713127,H500
6550,FRANK         ,VANDESTREEK              ,K             ,1,19561123,412116791,V532
6551,FRANK         ,THOMPSON                 ,T             ,1,19700214,412192269,T512
6552,FRANK         ,CAMPOS                   ,MAXEY         ,1,19781203,412306120,C512
6553,FRANK         ,PAQUETTE                 ,MURRY         ,1,19780403,412622410,P230
6554,FRANK         ,BOWE                     ,Z             ,1,19750903,412724179,B000
6555,FRANK         ,LARA                     ,REYES         ,1,19800804,412299403,L600
6556,FRANK         ,SHOVER                   ,KEELER        ,1,19390717,412789793,S160
6557,FRANK         ,PIERRE                   ,GERHARDSTEIN  ,1,19761227,412794134,P600
6558,FRANK         ,GRIFFIN                  ,LABAR         ,1,19790520,412197883,G615
6559,FRANK         ,SCHLUETER                ,J             ,1,19771028,407145755,
6560,FRANK         ,SEBESTYEN                ,BRANNIGAN     ,1,19471115,408980234,
6561,FRANK         ,GEORGE                   ,L             ,1,19800902,409464427,
6562,FRANKIE       ,GIRON                    ,A             ,2,19590110,404754832,G650
6563,FRANKIE       ,WALDEN                   ,LEW           ,2,19710630,405419676,W435
6564,FRANKIE       ,GLIDEWELL                ,SIXTO         ,1,19471013,409355512,G434
6565,FRANKIE       ,CAMP                     ,OESTERREICH   ,1,19720618,412919172,C510
6566,FRANKLIN      ,TRIMBLE                  ,I             ,1,19831208,407009880,T651
6567,FRANKLIN      ,LAMPE                    ,S             ,1,19751228,407616431,L510
6568,FRANKLIN      ,PARDO                    ,OLIVERIO      ,1,19560722,409771522,P630
6569,FRANKLIN      ,RICHARDS                 ,PAULETTE      ,1,19521117,412348345,R263
6570,FRANKLIN      ,ERICKSON                 ,ROSENBOROUGH  ,1,19581016,412687059,E625
6571,FRANKLIN      ,OLIVER                   ,JOBE          ,1,19470925,412519043,O416
6572,FRANKLIN      ,BAXTER                   ,V             ,1,19371123,412420829,B236
6573,FRANKLIN      ,MOOSE                    ,E             ,1,19531117,412291109,M200
6574,FRANKLIN      ,KING                     ,SADYE         ,1,19390903,412654634,K520
6575,FRANKLIN      ,ENO                      ,SUE           ,1,19770520,412011739,E500
6576,FRED          ,HARRIS                   ,W             ,1,19430419,407089848,H620
6577,FRED          ,SIMZER                   ,D             ,1,19841102,408875882,S526
6578,FRED          ,OGBURN                   ,I             ,1,19550731,408422287,O216
6579,FRED          ,AUSTIN                   ,ZULA          ,1,19320608,412736605,A235
6580,FRED          ,DEGUZMAN                 ,WATROUS       ,1,19830208,412282652,D225
6581,FRED          ,LAFFEY                   ,JORGE         ,1,19831214,412488507,L100
